"Station","Longitude","Latitude","Bonus","Day","Hour_0","Hour_1","Hour_2","Hour_3","Hour_4","Hour_5","Hour_6","Hour_7","Hour_8","Hour_9","Hour_10","Hour_11","Hour_12","Hour_13","Hour_14","Hour_15","Hour_16","Hour_17","Hour_18","Hour_19","Hour_20","Hour_21","Hour_22","Hour_23"
" CHOISY VISTULE",2.36157153415636,48.8236339763885,0,4,0.696969696969697,0.878787878787879,0.878787878787879,0.939393939393939,0.939393939393939,0.939393939393939,0.909090909090909,0.878787878787879,0.75,0.59375,0.15625,0.1875,0.15625,0,0.0625,0.0625,0.1875,0.125,0.21875,0.21875,0.125,0.21875,0.125,0.125
" CHOISY VISTULE",2.36157153415636,48.8236339763885,0,5,0.15625,0.15625,0.125,0.15625,0.15625,0.15625,0.75,0.75,0.75,0.3125,0.4375,0.125,0,0.15625,0.1875,0.15625,0.15625,0,0.15625,0.1875,0.1875,0.3125,0.3125,0.34375
" CHOISY VISTULE",2.36157153415636,48.8236339763885,0,6,0.40625,0.46875,0.5,0.5,0.5,0.5,0.46875,0.40625,0.34375,0.125,0.0625,0,0.03125,0.09375,0.09375,0.21875,0.15625,0.15625,0.4375,0.46875,0.375,0.4375,0.40625,0.28125
" CHOISY VISTULE",2.36157153415636,48.8236339763885,0,7,0.34375,0.375,0.34375,0.375,0.40625,0.625,0.53125,0.5625,0.59375,0.625,0.5,0.5625,0.34375,0.40625,0.40625,0.375,0.15625,0.03125,0.09375,0.0625,0.21875,0.15625,0.1875,0.0625
" CHOISY VISTULE",2.36157153415636,48.8236339763885,0,8,0.09375,0.0625,0.1875,0.375,0.375,0.46875,0.4375,0.375,0.34375,0.21875,0.125,0.125,0,0.03125,0.03125,0,0.0625,0.09375,0,0,0.375,0.53125,0.5,0.59375
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,2,0.529411764705882,0.294117647058824,0.352941176470588,0.352941176470588,0.411764705882353,0.411764705882353,0.529411764705882,0.470588235294118,0.529411764705882,0.117647058823529,0.117647058823529,0.352941176470588,0.470588235294118,1,0.9375,0.882352941176471,0.882352941176471,0.882352941176471,0.529411764705882,0.625,0.625,0.533333333333333,0.5,0.666666666666667
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,3,0.125,0.25,0.25,0.125,0.1875,0.25,0.375,0.4375,0.375,0.1875,0.882352941176471,0.882352941176471,1,1,1,1,0.882352941176471,0.705882352941177,0.941176470588235,0.411764705882353,0.0588235294117647,0.411764705882353,1,0.235294117647059
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,4,0.0588235294117647,0,0.25,0.3125,0.3125,0.4375,0.6875,0.625,0.625,0.5,1,1,1,1,0.3125,0.529411764705882,0.941176470588235,0.882352941176471,0.941176470588235,0.647058823529412,0.0588235294117647,0.5625,0.8125,0.266666666666667
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,5,0.352941176470588,0.176470588235294,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.176470588235294,0.117647058823529,0,0.411764705882353,0.764705882352941,0.133333333333333,0.333333333333333,0.428571428571429,0.357142857142857,0.857142857142857,1,1,1,0.785714285714286,0.5,0.857142857142857,0.857142857142857,0.214285714285714
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,6,0.0714285714285714,0.142857142857143,0.214285714285714,0.133333333333333,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0.533333333333333,0.5625,0.470588235294118,0.764705882352941,0.941176470588235,0.823529411764706,1,1,0.8125,0.882352941176471,0.882352941176471,0.941176470588235,0.588235294117647,0.470588235294118
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,7,0.529411764705882,0.470588235294118,0.294117647058824,0.2,0.1875,0.1875,0.0625,0,0.0625,0.0625,0,0,0.125,0.125,0.1875,0.0625,0.375,0.1875,0.5625,0.625,0.0625,0.375,0.625,0.5
" REAUMUR MONTORGUEIL",2.3486324654447,48.8669737142397,0,8,0.375,0.125,0.3125,0.266666666666667,0.5,0.5625,0.5625,0.5625,0.5625,0.4375,0.3125,0.1875,0.0625,0.375,0.4375,0.1875,0,0.294117647058824,0.0625,0.352941176470588,0.294117647058824,0.117647058823529,0.235294117647059,0.235294117647059
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,2,0.76,0.76,0.76,0.8,0.8,0.78,0.8,0.78,0.5,0.62,0.7,0.66,0.58,0.64,0.62,0.66,0.68,0.6,0.44,0.285714285714286,0.0816326530612245,0.06,0.22,0.18
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,3,0.18,0.2,0.18,0.2,0.2,0.2,0.22,0.14,0.18,0.42,0.530612244897959,0.56,0.46,0.4,0.32,0.3,0.22,0.24,0.14,0.04,0.04,0.1,0.16,0.16
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,4,0.18,0.16,0.14,0.12,0.12,0.14,0.16,0.12,0.1,0.34,0.48,0.56,0.58,0.755102040816326,0.571428571428571,0.591836734693878,0.551020408163265,0.448979591836735,0.326530612244898,0.0612244897959184,0.0204081632653061,0.0816326530612245,0.0612244897959184,0.0204081632653061
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,5,0.102040816326531,0.142857142857143,0.204081632653061,0.244897959183673,0.244897959183673,0.224489795918367,0.244897959183673,0.183673469387755,0.24,0.56,0.66,0.74,0.74,0.68,0.62,0.56,0.6,0.64,0.66,0.4,0.28,0.24,0.14,0.26
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,6,0.22,0.2,0.2,0.2,0.2,0.2,0.22,0.18,0.24,0.44,0.44,0.44,0.46,0.48,0.5,0.6,0.56,0.56,0.68,0.54,0.42,0.44,0.5,0.52
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,7,0.46,0.34,0.36,0.38,0.48,0.5,0.5,0.54,0.54,0.6,0.64,0.68,0.714285714285714,0.551020408163265,0.48,0.5,0.52,0.56,0.408163265306122,0.36,0.28,0.2,0.28,0.32
" DIDEROT 2 (SAINT OUEN)",2.33391012712922,48.9115704593083,0,8,0.32,0.34,0.24,0.3,0.32,0.34,0.3,0.28,0.28,0.26,0.24,0.24,0.34,0.36,0.34,0.4,0.38,0.387755102040816,0.408163265306122,0.285714285714286,0.26530612244898,0.36734693877551,0.395833333333333,0.479166666666667
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,2,0.208333333333333,0.208333333333333,0.25,0.291666666666667,0.291666666666667,0.291666666666667,0.291666666666667,0.333333333333333,0,0.125,1,1,0.958333333333333,0.958333333333333,1,1,0.75,0.708333333333333,0.958333333333333,0,0.0833333333333333,0.0416666666666667,0,0.0416666666666667
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,3,0.0416666666666667,0.0833333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.125,0.958333333333333,1,0.916666666666667,0.875,1,0.791666666666667,0.625,0.625,0.0833333333333333,0,0.0416666666666667,0,0.0833333333333333,0.125
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,4,0.0416666666666667,0,0,0,0,0,0,0,0.125,0.75,1,0.958333333333333,0.916666666666667,0.916666666666667,0.958333333333333,1,0.958333333333333,0.958333333333333,0.708333333333333,0.0833333333333333,0.291666666666667,0.0833333333333333,0.208333333333333,0.125
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,5,0.125,0.125,0.166666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.291666666666667,0.875,1,1,0.91304347826087,0.869565217391304,0.956521739130435,0.782608695652174,0.91304347826087,0.956521739130435,0.739130434782609,0.130434782608696,0.0869565217391304,0.217391304347826,0.260869565217391,0.173913043478261
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,6,0.0869565217391304,0.130434782608696,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.166666666666667,0.708333333333333,0.791666666666667,0.916666666666667,0.791666666666667,0.541666666666667,0.666666666666667,0.666666666666667,0.25,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.125,0.125
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,7,0.0416666666666667,0.0416666666666667,0.0416666666666667,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0.125,0.0833333333333333,0,0.0416666666666667,0.0833333333333333,0.0416666666666667,0.291666666666667,0.5,0.333333333333333,0.0833333333333333
" PLACE DES VICTOIRES",2.3419204119623,48.8660026325651,0,8,0.0833333333333333,0.0416666666666667,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0.0416666666666667,0.0833333333333333,0,0,0,0,0.291666666666667,0.208333333333333,0.125,0.0416666666666667,0.125,0,0.0416666666666667,0.0416666666666667
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,2,0.432432432432432,0.540540540540541,0.540540540540541,0.540540540540541,0.513513513513513,0.513513513513513,0.567567567567568,0.621621621621622,0.567567567567568,0.2,0.0810810810810811,0.0810810810810811,0.108108108108108,0.0540540540540541,0.135135135135135,0.135135135135135,0.027027027027027,0.027027027027027,0.108108108108108,0.0810810810810811,0.108108108108108,0.513513513513513,0.567567567567568,0.540540540540541
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,3,0.702702702702703,0.837837837837838,0.918918918918919,0.972972972972973,0.945945945945946,0.945945945945946,1,1,0.810810810810811,0.648648648648649,0.486486486486487,0.351351351351351,0.243243243243243,0.189189189189189,0.0810810810810811,0.027027027027027,0.108108108108108,0.162162162162162,0.108108108108108,0.0810810810810811,0.27027027027027,0.351351351351351,0.378378378378378,0.432432432432432
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,4,0.432432432432432,0.513513513513513,0.540540540540541,0.567567567567568,0.567567567567568,0.567567567567568,0.594594594594595,0.648648648648649,0.513513513513513,0.27027027027027,0.324324324324324,0.027027027027027,0.027027027027027,0.162162162162162,0.135135135135135,0.0810810810810811,0.0540540540540541,0.135135135135135,0.0540540540540541,0.0810810810810811,0.324324324324324,0.540540540540541,0.783783783783784,0.891891891891892
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,5,0.972972972972973,0.945945945945946,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,1,1,0.783783783783784,0.405405405405405,0.0810810810810811,0.0810810810810811,0.0810810810810811,0.0540540540540541,0.108108108108108,0.405405405405405,0.432432432432432,0.162162162162162,0.027027027027027,0.027027027027027,0.027027027027027,0.27027027027027,0.405405405405405,0.432432432432432
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,6,0.594594594594595,0.72972972972973,0.756756756756757,0.891891891891892,0.864864864864865,0.864864864864865,0.891891891891892,0.945945945945946,0.72972972972973,0.513513513513513,0.432432432432432,0.0810810810810811,0.0810810810810811,0.0540540540540541,0.027027027027027,0.027027027027027,0.135135135135135,0.243243243243243,0,0.0540540540540541,0.216216216216216,0.459459459459459,0.540540540540541,0.459459459459459
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,7,0.648648648648649,0.756756756756757,0.891891891891892,1,0.945945945945946,1,1,1,1,0.891891891891892,0.72972972972973,0.810810810810811,0.567567567567568,0.472222222222222,0.378378378378378,0.243243243243243,0.351351351351351,0.162162162162162,0.108108108108108,0.297297297297297,0.243243243243243,0.27027027027027,0.216216216216216,0.0810810810810811
" VAUGIRARD CAMBRONNE",2.30450742096121,48.8400577188391,0,8,0.027027027027027,0.162162162162162,0.243243243243243,0.297297297297297,0.486486486486487,0.594594594594595,0.72972972972973,0.810810810810811,0.810810810810811,0.783783783783784,0.756756756756757,0.675675675675676,0.540540540540541,0.486486486486487,0.675675675675676,0.486486486486487,0.472222222222222,0.378378378378378,0.135135135135135,0.189189189189189,0.216216216216216,0.324324324324324,0.324324324324324,0.324324324324324
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,2,0.0277777777777778,0.0277777777777778,0.0277777777777778,0,0,0,0,0,0.527777777777778,0.5,0.166666666666667,0.0555555555555556,0.0277777777777778,0,0,0,0.0277777777777778,0.0555555555555556,0,0,0.0833333333333333,0.194444444444444,0.194444444444444,0.194444444444444
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,3,0.111111111111111,0.138888888888889,0.138888888888889,0.138888888888889,0.138888888888889,0.138888888888889,0.0833333333333333,0.0833333333333333,0.0555555555555556,0.694444444444444,0.25,0.166666666666667,0.194444444444444,0.111111111111111,0.0833333333333333,0.0277777777777778,0.0277777777777778,0.0833333333333333,0.0833333333333333,0.0277777777777778,0.0555555555555556,0.111111111111111,0.111111111111111,0.0833333333333333
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,4,0.0833333333333333,0.111111111111111,0.111111111111111,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0555555555555556,0.0555555555555556,0.111111111111111,0.0833333333333333,0,0.0285714285714286,0,0,0.0857142857142857,0.0857142857142857,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0285714285714286,0.0857142857142857,0.0857142857142857,0.142857142857143,0.114285714285714
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,5,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.114285714285714,0.114285714285714,0.114285714285714,0.0571428571428571,0.176470588235294,0,0,0,0,0,0.0277777777777778,0.0555555555555556,0.0555555555555556,0,0,0.0833333333333333,0.166666666666667,0.111111111111111,0.0833333333333333
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,6,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0277777777777778,0.0277777777777778,0.0857142857142857,0.171428571428571,0.0285714285714286,0,0,0.0571428571428571,0,0,0.114285714285714,0.0571428571428571,0.171428571428571,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.171428571428571
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,7,0.228571428571429,0.257142857142857,0.285714285714286,0.314285714285714,0.314285714285714,0.342857142857143,0.314285714285714,0.314285714285714,0.342857142857143,0.285714285714286,0.342857142857143,0.342857142857143,0.428571428571429,0.457142857142857,0.4,0.485714285714286,0.342857142857143,0.314285714285714,0.142857142857143,0.0857142857142857,0.114285714285714,0,0,0.0285714285714286
" PORTE MONTMARTRE",2.33689345355729,48.8991359901418,0,8,0.0571428571428571,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.114285714285714,0.142857142857143,0.171428571428571,0.171428571428571,0.171428571428571,0.114285714285714,0.171428571428571,0.0857142857142857,0.142857142857143,0.2,0.171428571428571,0.2,0,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.0571428571428571,0.142857142857143,0.142857142857143,0.2
" LOURMEL",2.28175554013876,48.8387344082747,0,2,0.660714285714286,0.660714285714286,0.607142857142857,0.607142857142857,0.607142857142857,0.607142857142857,0.607142857142857,0.607142857142857,0.553571428571429,0.571428571428571,0.625,0.684210526315789,0.701754385964912,0.754385964912281,0.714285714285714,0.684210526315789,0.701754385964912,0.719298245614035,0.807017543859649,0.929824561403509,0.982456140350877,1,0.947368421052632,1
" LOURMEL",2.28175554013876,48.8387344082747,0,3,1,0.964912280701754,0.929824561403509,0.929824561403509,0.912280701754386,0.964912280701754,0.964912280701754,0.947368421052632,0.912280701754386,0.807017543859649,0.87719298245614,0.912280701754386,0.947368421052632,0.928571428571429,0.912280701754386,0.982456140350877,0.964285714285714,0.842105263157895,0.703703703703704,0.796296296296296,0.87037037037037,0.981481481481482,0.925925925925926,0.981481481481482
" LOURMEL",2.28175554013876,48.8387344082747,0,4,0.981481481481482,0.925925925925926,0.981481481481482,0.981481481481482,0.981481481481482,0.867924528301887,0.867924528301887,0.849056603773585,0.773584905660377,0.730769230769231,0.943396226415094,0.943396226415094,0.943396226415094,0.981132075471698,0.981132075471698,0.905660377358491,0.962264150943396,0.924528301886792,0.962264150943396,0.867924528301887,0.981132075471698,0.962264150943396,0.943396226415094,0.886792452830189
" LOURMEL",2.28175554013876,48.8387344082747,0,5,0.962264150943396,0.924528301886792,0.943396226415094,0.943396226415094,0.962264150943396,0.886792452830189,0.886792452830189,0.865384615384615,0.754716981132076,0.811320754716981,0.811320754716981,0.807017543859649,0.824561403508772,0.789473684210526,0.754385964912281,0.824561403508772,0.842105263157895,0.821428571428571,0.803571428571429,1,1,1,1,1
" LOURMEL",2.28175554013876,48.8387344082747,0,6,1,0.982456140350877,1,1,1,0.897959183673469,0.897959183673469,0.897959183673469,0.877551020408163,0.795918367346939,0.918367346938776,0.918367346938776,0.918367346938776,0.877551020408163,0.897959183673469,1,1,0.979591836734694,0.979591836734694,0.979591836734694,0.959183673469388,0.979166666666667,1,1
" LOURMEL",2.28175554013876,48.8387344082747,0,7,1,0.979591836734694,0.979591836734694,1,1,1,1,1,1,0.979591836734694,0.897959183673469,0.877551020408163,0.918367346938776,0.897959183673469,0.877551020408163,0.877551020408163,0.833333333333333,0.816326530612245,0.897959183673469,0.916666666666667,0.959183673469388,0.653061224489796,0.714285714285714,0.653061224489796
" LOURMEL",2.28175554013876,48.8387344082747,0,8,0.714285714285714,0.836734693877551,0.877551020408163,1,1,1,1,0.959183673469388,0.959183673469388,0.938775510204082,0.897959183673469,0.959183673469388,0.979591836734694,0.918367346938776,0.918367346938776,1,0.979591836734694,0.979591836734694,0.673469387755102,0.6875,0.854166666666667,0.918367346938776,0.938775510204082,0.979591836734694
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,2,0.941176470588235,0.823529411764706,0.882352941176471,0.882352941176471,0.882352941176471,0.882352941176471,0.882352941176471,0.882352941176471,0.794117647058823,0.647058823529412,0.647058823529412,0.647058823529412,0.735294117647059,0.764705882352941,0.764705882352941,0.764705882352941,0.735294117647059,0.764705882352941,0.264705882352941,0.5,0.647058823529412,0.705882352941177,0.852941176470588,0.852941176470588
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,3,0.911764705882353,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.794117647058823,0.764705882352941,0.705882352941177,0.735294117647059,0.705882352941177,0.735294117647059,0.705882352941177,0.705882352941177,0.676470588235294,0.794117647058823,0.705882352941177,0.676470588235294,0.735294117647059,0.794117647058823,0.911764705882353,0.970588235294118,0.970588235294118,0.970588235294118
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,4,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.735294117647059,0.735294117647059,0.941176470588235,0.941176470588235,0.970588235294118,0.911764705882353,0.970588235294118
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,5,0.970588235294118,0.970588235294118,0.852941176470588,0.852941176470588,0.882352941176471,0.882352941176471,0.852941176470588,0.823529411764706,0.764705882352941,0.558823529411765,0.5,0.5,0.529411764705882,0.529411764705882,0.5,0.470588235294118,0.5,0.470588235294118,0.5,0.705882352941177,0.735294117647059,0.647058823529412,0.676470588235294,0.764705882352941
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,6,0.852941176470588,0.941176470588235,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.941176470588235,0.941176470588235,0.882352941176471,0.911764705882353,0.941176470588235,0.911764705882353,0.794117647058823,0.941176470588235,0.823529411764706,0.823529411764706,0.852941176470588,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.941176470588235,0.941176470588235
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,7,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.941176470588235,0.941176470588235,0.941176470588235,0.941176470588235,0.882352941176471,0.852941176470588,0.941176470588235,0.941176470588235,0.852941176470588,0.823529411764706,0.970588235294118,0.911764705882353,0.852941176470588,0.794117647058823,0.764705882352941,0.764705882352941,0.882352941176471
" SAINT VINCENT (ISSY LES MOULINEAUX)",2.25386941995849,48.8194899938888,0,8,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.970588235294118,0.941176470588235,0.941176470588235,0.970588235294118,0.882352941176471,0.970588235294118,0.970588235294118,0.941176470588235,0.970588235294118,0.970588235294118,0.882352941176471,0.970588235294118,0.911764705882353,0.970588235294118,0.970588235294118,0.970588235294118
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,2,0,0,0,0,0,0,0,0,0.0769230769230769,0.230769230769231,0.538461538461538,0.576923076923077,0.538461538461538,0.307692307692308,0.230769230769231,0.384615384615385,0.307692307692308,0.24,0.0384615384615385,0,0,0.0384615384615385,0,0.0769230769230769
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,3,0,0,0,0,0,0,0,0,0.115384615384615,0.423076923076923,0.769230769230769,0.884615384615385,0.653846153846154,0.346153846153846,0.346153846153846,0.269230769230769,0.0769230769230769,0.0769230769230769,0.08,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,4,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.115384615384615,0.538461538461538,0.692307692307692,0.615384615384615,0.730769230769231,0.384615384615385,0.307692307692308,0.307692307692308,0.307692307692308,0.153846153846154,0.0769230769230769,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,5,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.269230769230769,0.769230769230769,0.76,0.8,0.52,0.52,0.36,0.44,0.32,0.2,0.04,0,0,0,0,0
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,6,0,0,0,0,0.04,0,0,0,0.08,0.36,0.230769230769231,0.192307692307692,0.153846153846154,0.0769230769230769,0.0384615384615385,0.0769230769230769,0.115384615384615,0.0384615384615385,0,0,0,0,0,0
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,7,0.0384615384615385,0,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0.0769230769230769,0.0769230769230769,0.153846153846154,0.0384615384615385,0.192307692307692,0.423076923076923,0.0769230769230769,0.0769230769230769,0.0384615384615385,0.0384615384615385
" AVENUE DES PORTUGAIS",2.29369213364784,48.8712137121912,1,8,0.115384615384615,0.0384615384615385,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0.0769230769230769,0.269230769230769,0.0769230769230769,0,0.115384615384615,0.0769230769230769,0.115384615384615
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,2,0.08,0.12,0.12,0.12,0.12,0.12,0.08,0.08,0,0,0.08,0.08,0.16,0.2,0.12,0.08,0.12,0.16,0.32,0.52,0.625,0.666666666666667,0.75,0.75
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,3,0.75,0.791666666666667,0.75,0.75,0.75,0.75,0.708333333333333,0.666666666666667,0.541666666666667,0.458333333333333,0.166666666666667,0.125,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333,0.25,0.458333333333333,0.541666666666667,0.72,0.92,0.92,1
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,4,0.96,0.92,0.92,0.92,0.88,0.84,0.84,0.8,0.64,0.24,0.04,0.12,0.2,0.2,0.16,0.16,0.2,0.16,0.2,0.64,0.68,0.56,0.6,0.68
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,5,0.76,0.92,0.92,1,1,1,1,0.92,0.88,0.52,0.36,0.32,0.36,0.44,0.48,0.44,0.52,0.48,0.56,0.68,0.72,0.64,0.68,0.64
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,6,0.64,0.72,0.76,0.76,0.76,0.76,0.76,0.72,0.64,0.52,0.32,0.28,0.28,0.32,0.36,0.28,0.32,0.2,0.12,0.44,0.48,0.44,0.64,0.56
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,7,0.56,0.64,0.72,0.84,0.88,0.92,0.92,0.88,0.84,0.76,0.84,0.76,0.88,0.92,1,0.96,0.92,0.76,0.64,0.48,0.4,0.24,0.16,0.28
" CONVENTION (LE KREMLIN BICETRE)",2.3610411664423,48.8128002963747,0,8,0.16,0.2,0.2,0.24,0.32,0.4,0.44,0.44,0.44,0.44,0.4,0.4,0.4,0.56,0.52,0.44,0.36,0.36,0.36,0.44,0.56,0.56,0.6,0.68
" CLERY",2.34452661511422,48.8674674414641,0,2,0.13953488372093,0.162790697674419,0.186046511627907,0.162790697674419,0.162790697674419,0.116279069767442,0.0930232558139535,0.116279069767442,0.232558139534884,0.255813953488372,1,1,1,1,0.953488372093023,1,0.883720930232558,0.930232558139535,0.744186046511628,0.0697674418604651,0.162790697674419,0.0930232558139535,0.0697674418604651,0.0465116279069767
" CLERY",2.34452661511422,48.8674674414641,0,3,0.0697674418604651,0.0232558139534884,0.0697674418604651,0.0465116279069767,0.0465116279069767,0.0465116279069767,0.0232558139534884,0.0697674418604651,0.0697674418604651,0.325581395348837,1,1,1,0.976744186046512,0.976744186046512,0.837209302325581,0.767441860465116,0.604651162790698,0.465116279069767,0.0232558139534884,0.116279069767442,0.0465116279069767,0.0465116279069767,0.0465116279069767
" CLERY",2.34452661511422,48.8674674414641,0,4,0.0465116279069767,0,0.0465116279069767,0.0697674418604651,0.0697674418604651,0.0930232558139535,0.0697674418604651,0.0465116279069767,0.0930232558139535,0.209302325581395,1,0.976744186046512,0.976744186046512,0.976744186046512,0.976744186046512,1,1,0.976744186046512,0.930232558139535,0.186046511627907,0.0232558139534884,0.209302325581395,0.302325581395349,0.255813953488372
" CLERY",2.34452661511422,48.8674674414641,0,5,0.0465116279069767,0.0697674418604651,0,0,0,0.0232558139534884,0.0232558139534884,0.0465116279069767,0.162790697674419,0.372093023255814,0.976744186046512,0.86046511627907,0.906976744186046,0.837209302325581,0.86046511627907,0.906976744186046,0.883720930232558,1,0.651162790697674,0.116279069767442,0.255813953488372,0.302325581395349,0.186046511627907,0.0697674418604651
" CLERY",2.34452661511422,48.8674674414641,0,6,0.0465116279069767,0,0.0232558139534884,0.0697674418604651,0.116279069767442,0.0697674418604651,0.0465116279069767,0.0465116279069767,0.0232558139534884,0.395348837209302,1,1,1,0.86046511627907,0.976744186046512,0.906976744186046,1,0.813953488372093,0.581395348837209,0.209302325581395,0.13953488372093,0.302325581395349,0.348837209302326,0.162790697674419
